Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
VTEB,Vanguard Tax-Exempt Bond ETF,Bond,"$29,884,900,000",0.27%,"8,055,362",$48.47,-0.37%,No,False,0.98%,2.25%,4.08%,-1.74%,1.56%,"$2,639,877,667.86","$819,575,500.00","$2,234,749,929.69","$2,639,877,667.86","$2,659,061,167.86","$2,659,061,167.86",National Munis,2015-08-21,0.05%,N/A,$1.39,2023-11-01,$0.12,2.86%,0.00,0.12,7500,1.45%,40%,20%,1099,$46.77,$48.67,$48.39,$48.61,57.67,A+,A+,N/A,B+,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IEF,iShares 7-10 Year Treasury Bond ETF,Bond,"$27,928,900,000",-2.62%,"10,448,514",$91.08,-0.99%,No,False,0.16%,1.40%,-0.41%,-7.32%,-0.09%,"$342,402,580.00","$82,282,960.00","$811,237,270.00","$342,402,580.00","$330,951,410.00","$330,951,410.00",Government Bonds,2002-07-22,0.15%,Fidelity,$2.66,2023-11-01,$0.25,2.93%,0.00,0.05,13,97.55%,40%,20%,1099,$88.22,$92.12,$90.79,$91.60,50.81,A,C+,B-,B-,B+,B-,5.72,81.29%,33.99%,0.0,0.00%,0.00%
SHY,iShares 1-3 Year Treasury Bond ETF,Bond,"$27,469,200,000",2.18%,"4,705,427",$80.98,-0.15%,No,False,-0.01%,0.49%,3.06%,-0.81%,1.01%,"$1,164,723,880.00","$348,201,150.00","$703,961,840.00","$1,164,723,880.00","$1,190,451,750.00","$1,190,451,750.00",Government Bonds,2002-07-22,0.15%,2 Platforms,$2.29,2023-11-01,$0.23,2.83%,0.00,0.01,81,36.02%,40%,20%,1099,$80.41,$81.24,$80.93,$81.08,57.59,A,C+,A-,A-,A-,B+,5.72,87.27%,33.99%,0.0,0.00%,0.00%
MBB,iShares MBS ETF,Bond,"$27,314,700,000",-1.99%,"2,310,465",$88.34,-0.96%,No,False,0.47%,1.49%,1.33%,-5.11%,-0.56%,"$1,258,180,170.00","$240,363,720.00","$1,258,180,170.00","$1,258,180,170.00","$1,258,180,170.00","$1,258,180,170.00",Mortgage Backed Securities,2007-03-13,0.04%,2 Platforms,$3.11,2023-11-01,$0.27,3.52%,0.00,0.11,11000,13.51%,40%,20%,1099,$84.67,$89.45,$88.05,$88.91,52.19,A+,A,B+,A-,A-,A,0.0,N/A,N/A,N/A,N/A,N/A
GOVT,iShares U.S. Treasury Bond ETF,Bond,"$23,062,000,000",-1.04%,"10,627,765",$22.00,-0.72%,No,False,0.18%,1.31%,1.14%,-5.58%,0.06%,"-$231,645,810.00","$17,817,850.00","-$699,978,510.00","-$231,645,810.00","-$194,774,430.00","-$194,774,430.00",Government Bonds,2012-02-14,0.05%,Fidelity,$0.58,2023-11-01,$0.06,2.62%,0.00,0.04,170,29.57%,40%,20%,1099,$21.46,$22.17,$21.94,$22.10,52.02,A,A-,B-,B,A-,B+,5.72,81.29%,33.99%,0.0,0.00%,0.00%
JPST,JPMorgan Ultra-Short Income ETF,Bond,"$22,410,800,000",3.86%,"3,945,932",$50.08,0.00%,No,False,0.12%,0.56%,4.74%,1.77%,2.18%,"-$418,251,500.00","-$703,377,500.00","-$695,809,000.00","-$418,251,500.00","-$519,411,500.00","-$519,411,500.00",Money Market,2017-05-17,0.18%,N/A,$2.32,2023-11-01,$0.22,4.63%,0.00,0.03,1000,47.17%,40%,20%,1099,$49.82,$50.12,$50.07,$50.09,84.04,A,A+,C+,A,A-,N/A,7.27,93.43%,81.19%,86.25,3.07%,2.24%
VGSH,Vanguard Short-Term Treasury ETF,Bond,"$22,325,900,000",2.25%,"2,511,923",$57.56,-0.12%,No,False,0.02%,0.49%,3.13%,-0.75%,1.06%,"$97,921,408.22","-$46,181,500.00","-$41,263,519.42","$97,921,408.22","$99,460,158.22","$99,460,158.22",Government Bonds,2009-11-19,0.04%,2 Platforms,$1.77,2023-11-01,$0.18,3.07%,0.00,-0.29,98,15.69%,40%,20%,1099,$57.16,$57.74,$57.53,$57.63,57.74,A-,A-,A-,A-,A-,A,5.72,87.27%,33.99%,0.0,0.00%,0.00%
IUSB,iShares Core Total USD Bond Market ETF,Bond,"$21,838,200,000",-0.18%,"2,829,053",$43.57,-0.75%,No,False,0.18%,1.44%,3.13%,-4.72%,0.55%,"$115,176,740.00","-$17,900,420.00","$68,134,580.00","$115,176,740.00","$115,176,740.00","$115,176,740.00",Total Bond Market,2014-06-10,0.06%,N/A,$1.54,2023-11-01,$0.14,3.53%,0.00,0.15,15500,7.20%,40%,20%,1099,$42.22,$43.96,$43.45,$43.80,52.62,A,A,B+,B-,B+,N/A,5.98,49.55%,38.63%,284.36,2.94%,1.12%
IGSB,iShares 1-5 Year Investment Grade Corporate Bond ETF,Bond,"$20,985,700,000",2.70%,"4,700,524",$49.80,-0.24%,No,False,-0.02%,0.73%,4.82%,-0.96%,1.85%,"-$1,487,900,820.00","-$4,988,935.00","-$1,059,109,295.00","-$1,487,900,820.00","-$1,382,371,305.00","-$1,382,371,305.00",Corporate Bonds,2007-01-05,0.04%,N/A,$1.59,2023-11-01,$0.15,3.19%,0.00,0.11,4000,1.70%,40%,20%,1099,$49.16,$50.03,$49.74,$49.90,56.07,A,A,B,A-,B,N/A,6.68,91.79%,58.93%,190.08,7.68%,3.04%
SHV,iShares Short Treasury Bond ETF,Bond,"$20,859,200,000",4.19%,"2,998,545",$110.22,0.04%,No,False,0.09%,0.49%,4.80%,1.66%,1.70%,"$591,370,274.00","-$1,098,318,923.00","-$671,214,443.00","$591,370,274.00","$591,370,274.00","$591,370,274.00",Government Bonds,2007-01-05,0.15%,N/A,$4.83,2023-11-01,$0.47,4.38%,0.00,-0.05,41,43.77%,40%,20%,1099,$109.73,$110.27,$110.21,$110.23,99.05,A-,C+,A,A,B+,B-,5.72,87.27%,33.99%,0.0,0.00%,0.00%
VGIT,Vanguard Intermediate-Term Treasury ETF,Bond,"$20,677,900,000",-0.36%,"3,216,942",$57.00,-0.64%,No,False,0.07%,0.97%,1.45%,-4.59%,0.50%,"$2,635,613,074.03","$107,115,250.00","$1,898,646,854.48","$2,635,613,074.03","$2,637,278,574.03","$2,637,278,574.03",Government Bonds,2009-11-19,0.04%,2 Platforms,$1.52,2023-11-01,$0.15,2.67%,0.00,0.03,107,20.15%,40%,20%,1099,$55.80,$57.47,$56.88,$57.22,51.87,A-,A,B,B,A-,A,5.72,12.31%,33.99%,0.0,0.00%,0.00%
TIP,iShares TIPS Bond ETF,Bond,"$20,065,600,000",-0.20%,"2,748,862",$103.60,-0.84%,No,False,-0.11%,1.89%,1.23%,-1.83%,2.41%,"-$593,812,850.00","$31,330,030.00","-$902,151,420.00","-$593,812,850.00","-$346,511,230.00","-$346,511,230.00",Inflation-Protected Bonds,2003-12-04,0.19%,2 Platforms,$3.16,2023-11-01,$0.45,3.03%,0.00,0.19,51,35.94%,40%,20%,1099,$101.40,$104.54,$103.31,$104.11,51.82,A+,B,B+,B,B,A-,5.72,68.04%,33.99%,0.0,0.00%,0.00%
USFR,WisdomTree Floating Rate Treasury Fund,Bond,"$18,729,700,000",4.56%,"4,406,512",$50.41,0.06%,No,False,0.12%,0.52%,5.15%,2.16%,1.85%,"$368,563,584.00","-$46,921,923.00","$361,670,752.00","$368,563,584.00","$368,563,584.00","$368,563,584.00",Government Bonds,2014-02-04,0.15%,N/A,$2.46,2023-10-25,$0.23,4.88%,0.00,0.08,5,99.99%,40%,20%,1099,$50.17,$50.42,$50.40,$50.42,98.93,A,C+,A,A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SGOV,iShares 0-3 Month Treasury Bond ETF,Bond,"$17,906,400,000",4.35%,"3,094,085",$100.43,0.05%,No,False,0.10%,0.48%,4.92%,1.98%,N/A,"$2,338,759,700.00","$290,770,880.00","$1,225,369,635.00","$2,338,759,700.00","$2,338,759,700.00","$2,338,759,700.00",Government Bonds,2020-05-26,0.07%,N/A,$4.60,2023-11-01,$0.43,4.58%,0.00,-0.05,19,82.93%,40%,20%,1099,$99.99,$100.46,$100.42,$100.44,99.99,A-,B+,A,A+,C,N/A,5.72,87.27%,33.99%,0.0,0.00%,0.00%
VMBS,Vanguard Mortgage-Backed Securities ETF,Bond,"$16,992,100,000",-1.71%,"2,122,276",$43.53,-0.87%,No,False,0.48%,1.45%,1.58%,-5.03%,-0.63%,"$949,022,712.14","$28,437,500.00","$694,479,606.92","$949,022,712.14","$1,035,050,212.14","$1,035,050,212.14",Mortgage Backed Securities,2009-11-19,0.04%,2 Platforms,$1.47,2023-11-01,$0.13,3.38%,0.00,0.10,5000,5.34%,40%,20%,1099,$41.78,$44.04,$43.40,$43.79,52.13,A,A,B,A-,A,A+,0.0,N/A,N/A,N/A,N/A,N/A
BIV,Vanguard Intermediate-Term Bond ETF,Bond,"$15,424,200,000",-0.50%,"1,104,329",$72.07,-0.81%,No,False,0.14%,1.43%,2.23%,-5.32%,0.98%,"$100,530,000.00","$115,206,000.00","$86,295,000.00","$100,530,000.00","$91,625,000.00","$91,625,000.00",Total Bond Market,2007-04-03,0.04%,3 Platforms,$2.26,2023-11-01,$0.22,3.11%,0.00,0.14,2500,21.83%,40%,20%,1099,$69.91,$72.79,$71.88,$72.42,52.01,A,A,A+,C+,A,A-,6.12,64.93%,41.87%,236.14,3.84%,1.53%
HYG,iShares iBoxx $ High Yield Corporate Bond ETF,Bond,"$14,948,500,000",5.22%,"43,821,108",$73.70,-0.62%,No,False,0.01%,1.93%,8.70%,0.12%,2.25%,"$1,059,396,170.00","$2,879,346,640.00","$1,913,717,700.00","$1,059,396,170.00","$912,212,110.00","$912,212,110.00",High Yield Bonds,2007-04-04,0.49%,Fidelity,$4.44,2023-11-01,$0.39,6.01%,0.00,0.43,1500,3.95%,40%,20%,1099,$70.72,$74.55,$73.52,$74.03,57.12,A+,B-,B,C,B+,A,5.33,51.15%,27.99%,261.23,7.54%,2.73%
VTIP,Vanguard Short-Term Inflation-Protected Securities ETF,Bond,"$13,279,300,000",2.64%,"1,855,689",$47.22,-0.23%,No,False,-0.13%,0.94%,3.17%,2.16%,3.01%,"-$534,167,979.07","-$88,691,557.44","-$405,100,171.85","-$534,167,979.07","-$534,167,979.07","-$534,167,979.07",Inflation-Protected Bonds,2012-10-12,0.04%,Vanguard,$1.84,2023-10-02,$0.34,3.89%,0.00,0.10,25,51.39%,40%,20%,1099,$46.91,$47.42,$47.17,$47.30,55.17,A,A,B-,A,B+,B-,5.72,68.04%,33.99%,0.0,0.00%,0.00%
IEI,iShares 3-7 Year Treasury Bond ETF,Bond,"$13,177,200,000",0.26%,"2,396,941",$113.02,-0.55%,No,False,0.05%,0.86%,1.95%,-3.98%,0.60%,"-$295,809,380.00","-$282,838,090.00","-$284,282,710.00","-$295,809,380.00","-$295,809,380.00","-$295,809,380.00",Government Bonds,2007-01-05,0.15%,TD Ameritrade,$2.57,2023-11-01,$0.28,2.28%,0.00,0.03,71,39.88%,40%,20%,1099,$110.97,$113.87,$112.83,$113.40,52.34,A-,C+,B+,B+,B+,A-,5.72,81.29%,33.99%,0.0,0.00%,0.00%
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,Bond,"$12,884,300,000",1.55%,"5,860,220",$82.42,-1.02%,No,False,-0.35%,2.53%,8.42%,-5.78%,-0.12%,"-$760,695,580.00","$380,084,560.00","$58,405,320.00","-$760,695,580.00","-$706,203,200.00","-$706,203,200.00",Emerging Markets Bonds,2007-12-17,0.39%,Fidelity,$4.20,2023-11-01,$0.36,5.10%,0.00,0.48,1000,5.45%,40%,20%,1099,$78.81,$83.75,$82.11,$82.92,53.09,A+,B,B+,C+,B,A,3.94,24.05%,5.31%,1137.6,0.52%,0.04%
SCHO,Schwab Short-Term U.S. Treasury ETF,Bond,"$12,092,500,000",2.27%,"1,523,291",$47.84,-0.15%,No,False,0.02%,0.53%,3.12%,-0.75%,1.10%,"-$336,337,000.00","-$62,291,500.00","-$296,156,500.00","-$336,337,000.00","-$315,973,000.00","-$315,973,000.00",Government Bonds,2010-08-05,0.03%,Charles Schwab,$1.69,2023-11-01,$0.16,3.52%,0.00,0.01,97,16.63%,40%,20%,1099,$47.50,$47.99,$47.81,$47.90,58.20,A-,A,A-,A-,A,B-,5.72,25.45%,33.49%,1.6,0.00%,0.00%
SCHP,Schwab U.S. TIPS ETF,Bond,"$11,603,400,000",-0.17%,"1,441,397",$50.44,-0.86%,No,False,-0.10%,1.87%,1.34%,-1.64%,2.55%,"$9,153,000.00","-$10,065,000.00","-$50,503,500.00","$9,153,000.00","-$28,621,000.00","-$28,621,000.00",Inflation-Protected Bonds,2010-08-05,0.03%,Charles Schwab,$1.99,2023-11-01,$0.18,3.90%,0.00,0.19,49,33.16%,40%,20%,1099,$49.38,$50.91,$50.31,$50.68,51.68,A,A+,A-,B+,B+,B+,5.72,22.68%,33.50%,1.6,0.00%,0.00%
IGIB,iShares 5-10 Year Investment Grade Corporate Bond ETF,Bond,"$11,198,300,000",1.17%,"1,826,941",$48.50,-0.70%,No,False,0.21%,1.68%,5.38%,-4.57%,1.71%,"$160,260,560.00","$131,176,195.00","$157,389,355.00","$160,260,560.00","$136,413,700.00","$136,413,700.00",Corporate Bonds,2007-01-05,0.04%,N/A,$1.89,2023-11-01,$0.17,3.90%,0.00,0.28,3000,3.58%,40%,20%,1099,$46.86,$48.97,$48.38,$48.72,53.04,A,A,A-,B,A-,N/A,6.56,87.69%,53.91%,270.03,9.15%,3.67%
TFLO,iShares Treasury Floating Rate Bond ETF,Bond,"$10,780,200,000",4.46%,"1,931,162",$50.61,0.06%,No,False,0.14%,0.50%,5.04%,2.13%,1.82%,"$333,875,800.00","-$60,644,380.00","$45,721,690.00","$333,875,800.00","$333,875,800.00","$333,875,800.00",Government Bonds,2014-02-03,0.15%,N/A,$2.35,2023-11-01,$0.23,4.65%,0.00,-0.06,9,99.99%,40%,20%,1099,$50.37,$50.62,$50.60,$50.62,97.81,A-,C+,A,A,B,N/A,5.72,87.27%,33.99%,0.0,0.00%,0.00%
MINT,PIMCO Enhanced Short Maturity Active ETF,Bond,"$10,414,200,000",5.31%,"1,130,092",$99.82,0.02%,No,False,0.07%,0.44%,6.35%,1.45%,1.82%,"$1,054,872,000.00","-$14,077,700.00","$154,012,600.00","$1,054,872,000.00","$1,033,512,900.00","$1,033,512,900.00",Total Bond Market,2009-11-16,0.36%,N/A,$4.58,2023-11-01,$0.42,4.59%,0.00,0.05,1000,26.25%,40%,20%,1099,$99.48,$99.87,$99.81,$99.83,91.50,A,B-,A,A,C+,A+,6.49,56.57%,51.26%,162.55,6.71%,0.68%
USHY,iShares Broad USD High Yield Corporate Bond ETF,Bond,"$9,657,800,000",6.42%,"6,676,400",$34.70,-0.57%,No,False,0.06%,2.05%,9.97%,1.01%,3.04%,"$671,133,700.00","$453,197,225.00","$707,603,150.00","$671,133,700.00","$671,133,700.00","$671,133,700.00",High Yield Bonds,2017-10-25,0.15%,N/A,$2.36,2023-11-01,$0.19,6.79%,0.02,0.44,2000,3.12%,40%,20%,1099,$33.29,$35.10,$34.61,$34.86,57.31,A,A,B+,C+,A-,N/A,5.34,53.67%,28.22%,274.83,6.66%,3.00%
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,Bond,"$9,273,960,000",0.79%,"1,108,182",$47.87,-0.75%,No,False,0.21%,1.58%,5.31%,-4.99%,1.28%,"-$53,209,710.00","$31,018,075.00","-$49,892,855.00","-$53,209,710.00","-$35,194,890.00","-$35,194,890.00",Corporate Bonds,2007-01-05,0.04%,N/A,$1.95,2023-11-01,$0.18,4.06%,0.00,0.27,10000,1.12%,40%,20%,1099,$46.30,$48.30,$47.72,$48.11,52.79,A,A,A-,B-,A-,N/A,6.59,60.70%,55.11%,292.06,9.77%,3.53%
STIP,iShares 0-5 Year TIPS Bond ETF,Bond,"$9,080,260,000",2.64%,"912,658",$96.94,-0.26%,No,False,-0.12%,0.96%,3.11%,2.21%,3.10%,"-$338,674,385.00","-$63,087,140.00","-$188,939,820.00","-$338,674,385.00","-$290,889,915.00","-$290,889,915.00",Inflation-Protected Bonds,2010-12-01,0.03%,Fidelity,$2.98,2023-11-01,$0.39,3.07%,0.00,0.10,26,59.77%,40%,20%,1099,$96.31,$97.37,$96.84,$97.12,54.75,A-,A,C+,A+,A-,B,5.72,68.04%,33.99%,0.0,0.00%,0.00%
SUB,iShares Short-Term National Muni Bond ETF,Bond,"$8,744,760,000",0.90%,"640,617",$103.71,-0.07%,No,False,0.42%,1.22%,2.47%,-0.25%,1.11%,"-$107,747,155.00","$67,051,510.00","-$66,662,795.00","-$107,747,155.00","-$80,967,655.00","-$80,967,655.00",National Munis,2008-11-05,0.07%,Fidelity,$1.71,2023-11-01,$0.16,1.65%,0.00,0.05,3000,3.94%,40%,20%,1099,$102.34,$103.78,$103.62,$103.83,64.40,A,A,C+,A-,B,A,0.0,N/A,N/A,N/A,N/A,N/A
VGLT,Vanguard Long-Term Treasury ETF,Bond,"$8,044,650,000",-8.53%,"2,213,211",$54.84,-2.11%,No,False,0.48%,3.33%,-3.34%,-15.25%,-2.26%,"$979,727,534.44","$78,137,250.00","$746,812,072.93","$979,727,534.44","$937,671,034.44","$937,671,034.44",Government Bonds,2009-11-19,0.04%,2 Platforms,$1.99,2023-11-01,$0.18,3.62%,0.00,0.05,79,23.92%,40%,20%,1099,$51.27,$55.84,$54.28,$55.56,50.43,A-,A,C+,C+,A,A-,5.72,81.29%,33.99%,0.0,0.00%,0.00%
FTSM,First Trust Enhanced Short Maturity ETF,Bond,"$7,599,750,000",4.03%,"1,109,597",$59.53,0.02%,No,False,0.06%,0.50%,4.80%,1.70%,1.82%,"$184,626,650.00","$41,629,900.00","$178,708,600.00","$184,626,650.00","$163,668,650.00","$163,668,650.00",Total Bond Market,2014-08-05,0.45%,N/A,$2.61,2023-10-31,$0.24,4.38%,0.00,0.03,351,38.74%,40%,20%,1099,$59.26,$59.58,$59.53,$59.55,86.01,A,B+,B,A,C+,N/A,6.69,92.16%,59.15%,326.86,9.35%,3.73%
SCHR,Schwab Intermediate-Term U.S. Treasury ETF,Bond,"$7,566,130,000",-0.35%,"1,008,976",$47.80,-0.62%,No,False,0.10%,1.01%,1.48%,-4.61%,0.54%,"$156,824,500.00","$40,851,000.00","$97,709,000.00","$156,824,500.00","$159,611,500.00","$159,611,500.00",Government Bonds,2010-08-05,0.03%,Charles Schwab,$1.51,2023-11-01,$0.14,3.13%,0.00,0.03,106,18.65%,40%,20%,1099,$46.79,$48.19,$47.70,$47.98,52.02,B+,A,B,B,A,B+,5.72,19.35%,33.50%,1.6,0.00%,0.00%
FLOT,iShares Floating Rate Bond ETF,Bond,"$7,523,280,000",5.45%,"1,189,570",$50.66,0.00%,No,False,0.06%,0.40%,6.61%,2.43%,2.28%,"$182,471,960.00","-$60,753,240.00","$40,689,010.00","$182,471,960.00","$182,471,960.00","$182,471,960.00",Corporate Bonds,2011-06-14,0.15%,Fidelity,$2.75,2023-11-01,$0.25,5.43%,0.00,0.07,338,10.84%,40%,20%,1099,$50.45,$50.71,$50.65,$50.68,82.36,A,B,C,A,C+,A-,7.44,98.48%,86.17%,31.76,2.79%,1.54%
TLH,iShares 10-20 Year Treasury Bond ETF,Bond,"$7,375,690,000",-6.83%,"1,382,852",$97.64,-1.85%,No,False,0.50%,3.06%,-1.80%,-13.24%,-2.52%,"$494,643,680.00","$87,666,940.00","$611,145,720.00","$494,643,680.00","$494,643,680.00","$494,643,680.00",Government Bonds,2007-01-05,0.15%,N/A,$4.09,2023-11-01,$0.33,4.11%,0.00,0.06,49,69.56%,40%,20%,1099,$91.82,$99.27,$96.84,$98.74,50.81,B+,C,C+,C+,A-,C,5.72,81.29%,33.99%,0.0,0.00%,0.00%
SPTL,SPDR Portfolio Long Term Treasury ETF,Bond,"$7,309,580,000",-8.46%,"5,781,254",$25.87,-2.08%,No,False,0.58%,3.41%,-3.29%,-15.26%,-2.21%,"$434,109,822.40","$7,464,874.40","$225,470,899.50","$434,109,822.40","$434,109,822.40","$434,109,822.40",Government Bonds,2007-05-23,0.03%,N/A,$0.92,2023-11-01,$0.08,3.49%,0.00,0.05,79,27.03%,40%,20%,1099,$24.17,$26.33,$25.60,$26.20,50.59,A,A+,C,C+,A,N/A,5.72,18.06%,33.48%,1.6,0.00%,0.00%
