Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
SIVR,abrdn Physical Silver Shares ETF,Commodity,"$1,013,580,000",-5.83%,"665,939",$21.64,0.23%,No,False,-0.73%,4.95%,7.13%,-4.35%,9.02%,"-$2,174,200.00",$0.00,"-$2,174,200.00","-$2,174,200.00","-$2,174,200.00","-$2,174,200.00",Precious Metals,2009-07-20,0.30%,Charles Schwab,$0.00,N/A,N/A,0.00%,0.00,0.58,1,100.00%,40%,28%,1099,$21.50,$22.35,$21.48,$21.91,47.72,A,A-,C+,C+,C,B-,0.0,N/A,N/A,N/A,N/A,N/A
UNG,United States Natural Gas Fund LP,Commodity,"$934,093,000",-55.04%,"18,396,918",$6.34,-3.06%,No,False,-13.03%,-18.09%,-66.91%,-16.73%,-26.19%,"-$203,334,300.00","$52,635,500.00","$18,394,000.00","-$203,334,300.00","-$206,706,500.00","-$206,706,500.00",Oil & Gas,2007-04-18,1.11%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.49,1,100.00%,28%,28%,K-1,$6.42,$7.65,$6.28,$6.42,39.35,A,C,A,C,C+,A-,0.0,N/A,N/A,N/A,N/A,N/A
BAR,GraniteShares Gold Shares,Commodity,"$921,424,000",7.20%,"800,732",$19.35,0.31%,No,False,-1.53%,6.97%,14.56%,-0.09%,9.65%,"-$3,707,400.00",$0.00,"-$3,707,400.00","-$3,707,400.00","-$3,707,400.00","-$3,707,400.00",Precious Metals,2017-08-31,0.17%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.15,1,100.00%,40%,28%,1099,$19.00,$19.94,$19.29,$19.43,53.35,B-,A,N/A,B-,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GLTR,abrdn Physical Precious Metals Basket Shares ETF,Commodity,"$916,433,000",-3.71%,"34,602",$85.92,-0.14%,No,False,-2.15%,4.46%,3.28%,-4.69%,7.51%,"-$20,894,200.00",$0.00,"-$4,387,700.00","-$20,894,200.00","-$20,894,200.00","-$20,894,200.00",Precious Metals,2010-10-22,0.60%,Charles Schwab,$0.00,N/A,N/A,0.00%,0.00,0.27,1,100.00%,40%,28%,1099,$85.56,$89.18,$85.65,$86.39,46.06,B,B-,B+,B,A-,A-,0.0,N/A,N/A,N/A,N/A,N/A
IAUM,iShares Gold Trust Micro ETF of Benef Interest,Commodity,"$915,408,000",7.33%,"271,074",$19.55,0.46%,No,False,-1.34%,7.04%,14.84%,N/A,N/A,"$10,599,750.00","$7,920,800.00","$16,955,750.00","$10,599,750.00","$10,599,750.00","$10,599,750.00",N/A,2021-06-15,0.09%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.26,1,100.00%,40%,28%,1099,$19.18,$20.13,$19.48,$19.62,53.62,A,A,B-,B,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PPLT,abrdn Physical Platinum Shares ETF,Commodity,"$858,282,000",-19.92%,"76,430",$79.50,-0.87%,No,False,-6.64%,-2.01%,-12.99%,-1.68%,-0.60%,"-$8,055,450.00","$4,135,950.00","-$8,055,450.00","-$8,055,450.00","-$8,055,450.00","-$8,055,450.00",Precious Metals,2010-01-08,0.60%,Charles Schwab,$0.00,N/A,N/A,0.00%,0.00,0.62,1,100.00%,40%,28%,1099,$79.64,$86.63,$78.98,$80.24,39.74,B+,C+,A,A,C,B+,0.0,N/A,N/A,N/A,N/A,N/A
BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,Commodity,"$855,773,000",-6.26%,"314,995",$20.68,-0.39%,No,False,-2.91%,0.05%,-6.66%,13.57%,5.43%,"$49,405,235.00",$0.00,"$54,621,810.00","$49,405,235.00","$49,405,235.00","$49,405,235.00",Commodities,2017-03-30,0.26%,N/A,$4.41,2022-12-16,$4.41,21.24%,0.00,0.44,22,63.48%,40%,20%,1099,$20.82,$21.56,$20.61,$20.79,40.35,A-,A+,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DBA,Invesco DB Agriculture Fund,Commodity,"$836,772,000",9.83%,"404,958",$22.13,-0.58%,No,False,-0.49%,2.55%,11.34%,14.32%,5.46%,"-$12,193,450.00","$22,490,600.00","-$452,250.00","-$12,193,450.00","$27,432,732.34","$27,432,732.34",Agricultural Commodities,2007-01-05,0.91%,N/A,$0.10,2022-12-19,$0.10,0.43%,0.00,0.18,5,99.99%,28%,28%,K-1,$21.62,$22.40,$22.06,$22.27,54.76,A+,C,B,A+,A-,A+,0.0,N/A,N/A,N/A,N/A,N/A
BOIL,ProShares Ultra Bloomberg Natural Gas,Commodity,"$782,512,000",-85.50%,"4,106,533",$51.56,-4.82%,No,2x,-22.84%,-25.10%,-92.99%,-57.06%,-63.48%,"-$185,748,521.40","$168,071,958.41","$135,998,935.96","-$185,748,521.40","-$105,863,147.75","-$105,863,147.75",Leveraged Commodities,2011-10-04,1.33%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.88,1,100.00%,28%,28%,K-1,$52.93,$70.99,$50.63,$52.40,40.54,A-,B+,B,B-,N/A,C+,0.0,N/A,N/A,N/A,N/A,N/A
OUNZ,VanEck Merk Gold Trust,Commodity,"$740,623,000",7.01%,"1,082,835",$18.93,0.37%,No,False,-1.46%,6.95%,14.45%,-0.19%,9.53%,"$17,551,321.87","$11,524,231.06","$17,399,136.52","$17,551,321.87","$17,551,321.87","$17,551,321.87",Precious Metals,2014-05-16,0.25%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.15,1,100.00%,40%,28%,1099,$18.59,$19.51,$18.87,$19.01,53.20,N/A,B+,N/A,N/A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UCO,ProShares Ultra Bloomberg Crude Oil,Commodity,"$609,177,000",-5.38%,"2,327,838",$28.68,0.53%,No,2x,-12.80%,-5.06%,-8.43%,66.96%,-28.54%,"$114,363,217.33","$40,832,066.37","$55,254,876.41","$114,363,217.33","$114,363,207.83","$114,363,207.83",Leveraged Commodities,2008-11-25,1.62%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.81,1,100.00%,28%,28%,K-1,$29.18,$36.71,N/A,N/A,38.22,A,B,A-,B+,B,A+,0.0,N/A,N/A,N/A,N/A,N/A
DJP,iPath Bloomberg Commodity Index Total Return ETN,Commodity,"$591,548,000",-7.00%,"85,782",$31.35,-0.48%,No,False,-3.51%,-0.13%,-7.88%,15.80%,6.23%,"-$22,390,410.80","-$3,895,908.00","-$11,067,105.30","-$22,390,410.80","-$63,219,700.10","-$63,219,700.10",Commodities,2006-06-06,0.70%,TD Ameritrade,$0.00,N/A,N/A,0.00%,0.00,0.51,19,73.26%,40%,20%,1099,$31.63,$32.93,$31.26,$31.53,40.04,A-,B+,B-,A-,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AAAU,Goldman Sachs Physical Gold ETF,Commodity,"$547,750,000",7.19%,"1,319,821",$19.39,0.36%,No,False,-1.40%,6.98%,14.63%,-0.10%,9.67%,"-$751,500.00","$9,705,000.00","-$751,500.00","-$751,500.00","-$751,500.00","-$751,500.00",Precious Metals,2018-07-26,0.18%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.16,1,100.00%,40%,28%,1099,$19.03,$19.97,$19.32,$19.47,53.52,N/A,A,N/A,N/A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KRBN,KraneShares Global Carbon Strategy ETF,Commodity,"$457,176,000",3.47%,"83,786",$36.17,1.23%,No,False,-0.58%,-0.41%,13.40%,31.28%,N/A,"-$25,373,766.70","-$54,724.51","-$16,327,433.15","-$25,373,766.70","-$25,387,939.09","-$25,387,939.09",Commodities,2020-07-30,0.79%,N/A,$10.00,2023-06-28,$1.64,27.88%,0.00,0.65,3,100.00%,40%,20%,1099,$35.47,$37.10,$35.86,$36.41,46.65,A-,B-,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AGQ,ProShares Ultra Silver,Commodity,"$356,781,000",-21.63%,"942,391",$25.08,0.32%,No,2x,-1.88%,8.81%,0.04%,-20.41%,1.54%,"$17,820,087.90","-$6,322,010.25","-$18,003,323.97","$17,820,087.90","$17,820,085.05","$17,820,085.05",Leveraged Commodities,2008-12-01,1.50%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.15,1,100.00%,28%,28%,K-1,$24.84,$26.94,$24.69,$25.73,46.21,A,B+,C+,B+,B-,A,0.0,N/A,N/A,N/A,N/A,N/A
COM,Direxion Auspice Broad Commodity Strategy ETF,Commodity,"$284,232,000",0.03%,"45,683",$28.61,0.00%,No,False,-2.42%,-1.38%,1.36%,14.13%,8.30%,"$1,391,900.00",$0.00,"$1,458,800.00","$1,391,900.00","$1,391,900.00","$1,391,900.00",Commodities,2017-03-30,0.81%,N/A,$1.72,2023-09-19,$0.31,6.03%,0.00,0.19,1,67.38%,40%,20%,1099,$28.76,$29.76,N/A,N/A,35.30,B+,B,N/A,N/A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CMDY,iShares Bloomberg Roll Select Commodity Strategy ETF,Commodity,"$280,949,000",-7.52%,"26,139",$50.41,-0.40%,No,False,-2.74%,0.08%,-7.84%,12.61%,5.83%,"-$25,654,475.00","-$5,190,370.00","-$10,358,870.00","-$25,654,475.00","-$25,654,475.00","-$25,654,475.00",Commodities,2018-04-03,0.28%,N/A,$2.17,2022-12-13,$2.17,4.29%,3.31,0.38,1,0.00%,40%,20%,1099,$50.78,$52.47,$50.29,$50.65,39.52,B,A,N/A,N/A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DBO,Invesco DB Oil Fund,Commodity,"$278,440,000",1.91%,"1,051,401",$15.50,0.06%,No,False,-7.74%,-4.67%,-5.76%,32.42%,7.23%,"$42,582,700.00","$4,173,750.00","$36,759,100.00","$42,582,700.00","$42,582,700.00","$42,582,700.00",Oil & Gas,2007-01-05,0.76%,TD Ameritrade,$0.10,2022-12-19,$0.10,0.65%,0.00,0.90,6,100.01%,28%,28%,K-1,$15.63,$18.14,$15.38,$15.71,38.42,A,B,B-,B,A,A-,0.0,N/A,N/A,N/A,N/A,N/A
KCCA,KraneShares California Carbon Allowance Strategy ETF,Commodity,"$275,075,000",29.12%,"26,476",$29.76,-0.17%,No,False,-0.77%,4.53%,29.82%,N/A,N/A,"-$617,871.32","$1,442,713.85","$2,244,782.12","-$617,871.32","$4,159,332.87","$4,159,332.87",Commodities,2021-10-05,0.81%,N/A,$0.26,2023-06-28,$0.20,0.87%,0.00,0.18,3,99.99%,40%,20%,1099,$27.74,$30.56,$29.64,$29.89,64.61,B,B-,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NBCM,Neuberger Berman Commodity Strategy ETF,Commodity,"$271,808,000",-4.79%,"39,709",$21.94,-0.54%,No,False,-2.77%,0.37%,-2.39%,N/A,N/A,"-$281,250.00","-$2,790,500.00","$2,260,750.00","-$281,250.00","-$281,250.00","-$281,250.00",Commodities,2022-10-24,0.65%,N/A,$0.18,2022-12-16,$0.18,0.84%,0.00,0.81,107,41.37%,40%,20%,1099,$22.08,$22.84,$21.89,$22.02,40.48,A-,B,N/A,B,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BCD,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,Commodity,"$250,313,000",-5.83%,"34,455",$32.58,-0.31%,No,False,-2.67%,0.35%,-4.68%,16.79%,9.12%,"-$3,319,860.00",$0.00,"-$3,319,860.00","-$3,319,860.00","-$3,319,860.00","-$3,319,860.00",Commodities,2017-03-30,0.30%,N/A,$1.80,2022-12-16,$1.80,5.50%,0.00,0.41,21,63.00%,40%,20%,1099,$32.79,$33.77,$32.49,$32.74,40.88,B+,A,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
WEAT,Teucrium Wheat Fund,Commodity,"$202,954,000",-26.82%,"909,085",$5.84,-1.18%,No,False,2.28%,0.86%,-30.06%,-0.45%,-1.03%,"-$1,773,500.00","-$2,668,500.00","-$1,773,500.00","-$1,773,500.00","-$972,500.00","-$972,500.00",Agricultural Commodities,2011-09-19,1.14%,N/A,$0.00,N/A,N/A,0.00%,0.00,-0.09,1,100.00%,28%,28%,K-1,$5.66,$5.94,$5.78,$5.89,49.73,A-,C,B-,C+,N/A,C+,0.0,N/A,N/A,N/A,N/A,N/A
CMDT,PIMCO Commodity Strategy Active Exchange-Traded Fund,Commodity,"$201,884,000",N/A,"18,756",$26.38,-0.08%,No,False,-2.98%,0.86%,N/A,N/A,N/A,"$188,528,500.00",$0.00,$0.00,"$188,528,500.00","$188,528,500.00","$188,528,500.00",Commodities,2023-05-08,0.64%,N/A,$0.36,2023-10-02,$0.32,1.35%,0.00,0.27,126,45.78%,40%,20%,K-1,$26.51,$27.54,N/A,N/A,41.44,C+,B-,B+,B+,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SCO,ProShares UltraShort Bloomberg Crude Oil,Commodity,"$200,981,000",-17.02%,"2,865,724",$19.79,-0.60%,Yes,-2x,13.54%,1.85%,-18.32%,-61.97%,-44.70%,"-$119,289,221.57","-$23,636,300.00","-$55,387,127.91","-$119,289,221.57","-$118,000,852.89","-$118,000,852.89",Inverse Commodities,2008-11-24,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-2.62,1,100.00%,28%,28%,K-1,$15.67,$19.40,$19.34,$20.05,60.11,A,B,B-,B+,A+,A,0.0,N/A,N/A,N/A,N/A,N/A
PALL,abrdn Physical Palladium Shares ETF,Commodity,"$186,966,000",-44.29%,"26,347",$91.99,-5.33%,No,False,-10.38%,-13.75%,-46.67%,-26.67%,-3.06%,"$5,325,800.00",$0.00,$0.00,"$5,325,800.00","$5,325,800.00","$5,325,800.00",Precious Metals,2010-01-06,0.60%,Charles Schwab,$0.00,N/A,N/A,0.00%,0.00,0.15,1,100.00%,40%,28%,1099,$96.28,$108.61,$91.10,$93.54,25.88,A-,B-,A+,B-,B,B+,0.0,N/A,N/A,N/A,N/A,N/A
USCI,United States Commodity Index Fund,Commodity,"$184,909,000",2.15%,"14,985",$57.49,-0.64%,No,False,-3.61%,0.91%,4.17%,23.63%,7.23%,"-$5,738,200.00","-$2,889,200.00","-$2,889,200.00","-$5,738,200.00","-$5,738,200.00","-$5,738,200.00",Commodities,2010-08-10,1.01%,Charles Schwab,$0.00,N/A,N/A,0.00%,0.03,0.43,8,100.02%,28%,28%,K-1,$57.91,$60.13,$57.31,$57.80,41.66,B,C,B,A+,C+,B+,0.0,N/A,N/A,N/A,N/A,N/A
UGL,ProShares Ultra Gold,Commodity,"$174,309,000",5.68%,"110,062",$58.41,0.72%,No,2x,-2.93%,13.53%,19.25%,-7.08%,11.25%,"$11,361,308.50","$2,956,060.00","$6,128,509.87","$11,361,308.50","$11,361,308.50","$11,361,308.50",Leveraged Commodities,2008-12-01,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.28,1,100.00%,28%,28%,K-1,$56.58,$62.02,$58.00,$58.85,51.74,B+,B+,B-,A,A,A-,0.0,N/A,N/A,N/A,N/A,N/A
GCC,WisdomTree Enhanced Commodity Strategy Fund,Commodity,"$173,367,000",-2.91%,"52,738",$17.30,-0.12%,No,False,-2.37%,1.49%,-2.27%,10.66%,5.38%,"$8,889,865.00",$0.00,"$6,200,495.00","$8,889,865.00","$11,005,965.00","$11,005,965.00",Commodities,2008-01-24,0.55%,N/A,$0.48,2023-10-25,$0.40,2.76%,0.00,0.45,1,100.00%,40%,20%,1099,$17.36,$17.87,$17.22,$17.39,43.25,B+,A-,B-,A,C,A+,0.0,N/A,N/A,N/A,N/A,N/A
FAAR,First Trust Alternative Absolute Return Strategy ETF,Commodity,"$164,690,000",-5.11%,"21,483",$27.76,0.43%,No,False,-0.61%,0.11%,-5.70%,7.27%,4.43%,"-$1,402,633.00",$0.00,"-$1,402,633.00","-$1,402,633.00","-$1,402,633.00","-$1,402,633.00",Commodities,2016-05-18,0.95%,N/A,$2.35,2023-09-22,$0.23,8.48%,0.00,0.10,1,69.52%,40%,20%,1099,$27.70,$28.20,$27.68,$27.80,42.43,B-,C,N/A,N/A,A-,N/A,5.67,9.52%,32.64%,1.6,0.00%,0.00%
BNO,United States Brent Oil Fund LP,Commodity,"$147,977,000",0.07%,"661,158",$28.30,0.11%,No,False,-7.82%,-3.71%,-6.20%,41.68%,7.19%,"-$2,245,800.00","-$12,070,800.00","$15,251,050.00","-$2,245,800.00","-$2,245,800.00","-$2,245,800.00",Oil & Gas,2010-06-02,1.02%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.07,1,100.00%,28%,28%,K-1,$28.64,$32.84,N/A,N/A,38.07,A,C+,A-,B+,A-,B+,0.0,N/A,N/A,N/A,N/A,N/A
DBP,Invesco DB Precious Metals Fund,Commodity,"$144,274,000",3.63%,"21,720",$49.79,0.22%,No,False,-1.52%,6.55%,12.16%,-2.45%,7.91%,"$3,043,350.00","$12,542,700.00","$10,079,100.00","$3,043,350.00","$3,043,350.00","$3,043,350.00",Precious Metals,2007-01-05,0.75%,N/A,$0.22,2022-12-19,$0.22,0.44%,0.00,0.25,4,99.99%,28%,28%,K-1,$49.11,$51.34,N/A,N/A,51.14,B+,C,B-,B,A,A+,0.0,N/A,N/A,N/A,N/A,N/A
DBB,Invesco DB Base Metals Fund,Commodity,"$137,226,000",-4.06%,"143,368",$18.66,-0.59%,No,False,1.03%,1.58%,0.44%,5.23%,3.80%,"-$12,944,600.00","-$16,743,550.00","-$20,388,200.00","-$12,944,600.00","-$12,944,600.00","-$12,944,600.00",Metals,2007-01-05,0.77%,N/A,$0.18,2022-12-19,$0.18,0.98%,0.00,0.68,7,100.00%,28%,28%,K-1,$17.76,$18.87,$18.61,$18.74,55.59,A+,C,A-,A+,A-,A,0.0,N/A,N/A,N/A,N/A,N/A
KOLD,ProShares UltraShort Bloomberg Natural Gas,Commodity,"$123,006,000",112.99%,"1,849,623",$58.70,5.01%,Yes,-2x,26.97%,26.78%,220.77%,-57.20%,-35.18%,"$34,246,598.02","-$67,610,414.95","-$111,907,574.20","$34,246,598.02","-$12,055,361.33","-$12,055,361.33",Inverse Equities,2011-10-04,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-1.21,1,100.00%,28%,28%,K-1,$43.67,$57.70,$57.77,$59.69,56.82,B,B+,B,B-,N/A,C,0.0,N/A,N/A,N/A,N/A,N/A
CPER,United States Copper Index Fund,Commodity,"$121,359,000",-1.99%,"68,112",$22.63,-0.09%,No,False,-1.39%,0.80%,2.21%,4.98%,5.74%,"-$12,400,500.00","-$5,727,000.00","-$10,143,800.00","-$12,400,500.00","-$12,400,500.00","-$12,400,500.00",Metals,2011-11-15,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.73,1,100.00%,28%,28%,K-1,$21.94,$23.13,$22.54,$22.77,48.67,B,A,B+,B+,N/A,A-,0.0,N/A,N/A,N/A,N/A,N/A
OILK,ProShares K-1 Free Crude Oil Strategy ETF,Commodity,"$120,666,000",2.93%,"67,268",$43.96,0.25%,No,False,-6.27%,-1.79%,1.84%,39.76%,-3.75%,"$1,341,320.00","-$21,594,687.50","$2,588,105.00","$1,341,320.00","$2,746,142.12","$2,746,142.12",Oil & Gas,2016-09-26,0.73%,N/A,$2.24,2023-11-01,$0.48,5.12%,0.00,1.02,1,100.00%,40%,20%,1099,$44.37,$49.54,N/A,N/A,38.92,A-,A-,C+,B-,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DBE,Invesco DB Energy Fund,Commodity,"$118,642,000",-6.30%,"62,739",$21.24,-0.09%,No,False,-6.79%,-2.16%,-13.09%,33.03%,7.06%,"$35,218,450.00","$1,116,900.00","$23,271,050.00","$35,218,450.00","$38,802,799.59","$38,802,799.59",Oil & Gas,2007-01-05,0.77%,N/A,$0.17,2022-12-19,$0.17,0.81%,0.00,0.77,4,100.00%,28%,28%,K-1,$21.46,$23.92,N/A,N/A,37.22,A-,B-,B,A,A,A,0.0,N/A,N/A,N/A,N/A,N/A
COMB,GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF,Commodity,"$108,273,000",-5.82%,"49,103",$21.18,-0.19%,No,False,-2.84%,0.00%,-6.81%,13.61%,5.59%,"-$5,000.00","-$1,088,500.00","-$5,000.00","-$5,000.00","-$5,000.00","-$5,000.00",Commodities,2017-05-22,0.25%,N/A,$6.94,2022-12-28,$6.94,32.68%,0.00,0.44,6,100.00%,40%,20%,1099,$21.31,$22.06,$21.11,$21.28,41.63,B,A,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
